,Emotional Attachments,Career,Finance,Work Environment,Health,Stress
109,0.386342458,0.732209475,0.968175204,0.227668226,0.62781399,0.588441871
110,0.745652496,0.759226552,0.832831095,0.428563149,0.36986737,0.627228132
111,0.010096446,0.770144153,0.868217793,0.911688289,0.475048831,0.607039102
112,0.907702147,0.181580888,0.46044949,0.132000157,0.16565725,0.369477986
113,0.151598473,0.045351327,0.170840251,0.651231073,0.639275304,0.331659286
114,0.303050467,0.888477251,0.052171454,0.010754715,0.819879873,0.414866752
115,0.064962906,0.229818729,0.188628574,0.890025857,0.658833877,0.406453989
116,0.666033099,0.969427269,0.128228948,0.249962973,0.761077049,0.554945868
117,0.841127429,0.763339562,0.361741083,0.180489567,0.473247511,0.52398903
118,0.482763889,0.096711736,0.097481497,0.006322317,0.054917869,0.147639462
119,0.195320444,0.080074979,0.587628916,0.723911228,0.489620343,0.415311182
120,0.59231785,0.951707904,0.897142582,0.715530611,0.123585647,0.656056919
121,0.701106504,0.568864551,0.886131392,0.484797877,0.675897582,0.663359581
122,0.361126752,0.031202393,0.689969596,0.613562764,0.448703595,0.42891302
123,0.665326599,0.56383115,0.018521919,0.328189452,0.895265122,0.494226848
124,0.334633578,0.207349647,0.075255835,0.602275405,0.856962501,0.415295393
125,0.301132587,0.523221121,0.799278908,0.5988721,0.673312486,0.57916344
126,0.84411335,0.040108008,0.572083381,0.820413498,0.606033531,0.576550354
127,0.480497734,0.584521267,0.346550359,0.081897458,0.027967185,0.304286801
128,0.827322352,0.965558814,0.909387377,0.769550071,0.018503675,0.698064458
129,0.768025386,0.671522971,0.533325,0.176227692,0.284180892,0.486656388
130,0.356559042,0.087021587,0.610845106,0.835582942,0.071886793,0.392379094
131,0.57905695,0.246124081,0.467743824,0.480891353,0.100325721,0.374828386
132,0.568294857,0.392289182,0.490220479,0.013299721,0.683315052,0.429483858
133,0.373016776,0.357292269,0.669838973,0.718127389,0.279578142,0.47957071
134,0.13491037,0.557287827,0.430855796,0.555047125,0.178604672,0.371341158
135,0.772954356,0.039647072,0.87010832,0.579819365,0.255930434,0.503691909
136,0.438827289,0.083818919,0.296720802,0.424337295,0.001283507,0.248997562
137,0.380954502,0.85786047,0.233570595,0.116170642,0.732861036,0.464283449
138,0.842192614,0.454571737,0.235212176,0.677135397,0.568002057,0.555422796
139,0.095740159,0.457283221,0.201036285,0.447811676,0.115855481,0.263545364
140,0.029716264,0.517346168,0.428484558,0.603678843,0.738125236,0.463470214
141,0.605923827,0.113897393,0.746243523,0.938634375,0.371091257,0.555158075
142,0.677696933,0.756805418,0.30824469,0.892255037,0.655311306,0.658062677
143,0.591777497,0.104792472,0.714381861,0.074038998,0.057574933,0.308513152
144,0.208611167,0.84900377,0.381114572,0.801982375,0.882968202,0.624736017
145,0.911827332,0.116067844,0.042375967,0.651117015,0.490650082,0.442407648
146,0.557568613,0.330236257,0.805922914,0.015858468,0.98463972,0.538845194
147,0.116762538,0.542239364,0.85009102,0.802627995,0.876046733,0.63755353
148,0.379116566,0.715925935,0.017580946,0.897830691,0.231638968,0.448418621
149,0.400504028,0.356524308,0.066690032,0.167729285,0.890562129,0.376401956
150,0.025564621,0.407834584,0.961806045,0.68148042,0.752125798,0.565762293
151,0.748032841,0.190178439,0.241326075,0.794839026,0.433750956,0.481625467
152,0.116751569,0.396303665,0.513015837,0.489278229,0.313629086,0.365795677
153,0.851230035,0.646535499,0.188076667,0.759070401,0.588516929,0.606685906
154,0.320079013,0.372902156,0.598177317,0.933862482,0.095752843,0.464154762
155,0.459971814,0.154666911,0.94604034,0.247291542,0.589723454,0.479538812
156,0.539447593,0.667191719,0.535662902,0.493168682,0.482000237,0.543494227
157,0.515113546,0.265417237,0.216831503,0.973905282,0.429626904,0.480178894
158,0.209526525,0.905275893,0.742726695,0.796153695,0.908942469,0.712525056
159,0.051088463,0.112855686,0.754353357,0.140681965,0.715934874,0.354982869
160,0.670416768,0.135313233,0.938897988,0.631174376,0.863507962,0.647862065
161,0.90100525,0.191842464,0.475941359,0.342097251,0.356202633,0.453417791
162,0.641368856,0.130667911,0.342989396,0.413819674,0.899396711,0.48564851
163,0.174814114,0.425498542,0.623860842,0.761651977,0.94836238,0.586837571
164,0.650098166,0.143224948,0.425499971,0.204411282,0.565994025,0.397845678
165,0.43128701,0.846394206,0.041386303,0.876062034,0.4363327,0.526292451
166,0.688363463,0.38943336,0.653706841,0.805496304,0.644976846,0.636395363
167,0.760436142,0.554132797,0.946119357,0.216271484,0.063613035,0.508114563
168,0.998134987,0.146403761,0.691940661,0.803399563,0.349202051,0.597816204
169,0.431157774,0.384808995,0.536645281,0.292783218,0.394516743,0.407982402
170,0.217006463,0.076874618,0.11759688,0.528724912,0.656035768,0.319247728
171,0.463337586,0.542939605,0.565443918,0.785852307,0.298320184,0.53117872
172,0.485378709,0.67926532,0.312809364,0.136468126,0.57305586,0.437395476
173,0.081881026,0.818618099,0.954463475,0.534848392,0.387463086,0.555454815
174,0.17253083,0.468218095,0.211899299,0.914558852,0.925511265,0.538543668
175,0.921242614,0.502214117,0.722184692,0.710511508,0.898270093,0.750884605
176,0.931317989,0.253281056,0.469337294,0.750761877,0.200033001,0.520946243
177,0.657019802,0.372968221,0.013717302,0.146149743,0.571496501,0.352270314
178,0.849279515,0.627673375,0.149477316,0.194379072,0.19861132,0.403884119
179,0.741345587,0.787357077,0.299250682,0.21001644,0.320954511,0.471784859
180,0.112249904,0.943309201,0.128405067,0.950690158,0.343370068,0.49560488
181,0.959908424,0.531065977,0.210206287,0.039825637,0.032602457,0.354721757
182,0.946883469,0.685825364,0.089492948,0.762451343,0.096375113,0.516205647
183,0.672597593,0.144872407,0.350694586,0.906010205,0.802624532,0.575359865
184,0.828824278,0.41498286,0.260907717,0.076407179,0.340103478,0.384245102
185,0.064474427,0.099696684,0.517175257,0.345075663,0.047391561,0.214762719
186,0.065624691,0.336197494,0.053502763,0.564493036,0.784806925,0.360924982
187,0.564039822,0.234202348,0.265213692,0.214330583,0.78508334,0.412573957
188,0.672015647,0.631451074,0.830785069,0.651282267,0.347317609,0.626570333
189,0.225928508,0.902989636,0.991554062,0.475502355,0.594999844,0.638194881
190,0.177670873,0.834190267,0.960902857,0.858794978,0.507909443,0.667893684
191,0.901201553,0.776811297,0.913784395,0.901995866,0.414626475,0.781683917
192,0.916609739,0.559232864,0.0596261,0.769209744,0.730025293,0.606940748
193,0.332250538,0.835268975,0.53897097,0.04684322,0.953326091,0.541331959
194,0.61156816,0.299057318,0.766848777,0.0328334,0.57846181,0.457753893
195,0.044773056,0.128318742,0.25753528,0.409381109,0.735744556,0.315150548
196,0.443616843,0.572876888,0.811398364,0.913970617,0.984110818,0.745194706
197,0.083205523,0.808770742,0.719135834,0.673911884,0.049835622,0.466971921
198,0.714497556,0.404327171,0.80944198,0.285231105,0.250153425,0.492730247
199,0.750588449,0.55322767,0.186737009,0.124306643,0.496208904,0.422213735
200,0.217711679,0.674708282,0.028622589,0.756562936,0.178078657,0.371136829
201,0.347915728,0.587482251,0.84700565,0.816933401,0.648369984,0.649541403
202,0.016269828,0.47395753,0.031097215,0.801563721,0.990340071,0.462645673
203,0.605949365,0.230731682,0.39318163,0.888622645,0.786912199,0.581079504
204,0.601678852,0.515126329,0.72814481,0.276370848,0.08664795,0.441593758
205,0.310347778,0.395729076,0.858254211,0.987796412,0.336888134,0.577803122
206,0.690357539,0.667193361,0.530728962,0.832418643,0.312841316,0.606707964
207,0.611685048,0.059868668,0.828741339,0.806404477,0.909792857,0.643298478
208,0.141865643,0.575829258,0.641763522,0.490961858,0.366572601,0.443398577
209,0.635830838,0.963501708,0.784398735,0.853358489,0.220840352,0.691586024
210,0.650008151,0.967276484,0.492561928,0.789407291,0.167332546,0.61331728
211,0.959416972,0.287907102,0.785564255,0.014840016,0.200004618,0.449546593
212,0.595895883,0.27121542,0.235703272,0.477400681,0.083168387,0.332676729
213,0.078387375,0.206075143,0.339451991,0.405915967,0.713455885,0.348657272
214,0.876303137,0.567400755,0.74519333,0.433758734,0.885884857,0.701708163
215,0.312632927,0.345093294,0.41226023,0.620939325,0.192150515,0.376615258
216,0.011255352,0.161228527,0.544820242,0.096650325,0.171661516,0.197123192
217,0.923167546,0.784653362,0.721135759,0.440606617,0.410448452,0.656002347
218,0.395359643,0.069987491,0.157194497,0.656404715,0.698026866,0.395394642
219,0.946274933,0.043991965,0.191810423,0.493031228,0.853113754,0.505644461
220,0.022859819,0.627944379,0.432691299,0.524411436,0.31075325,0.383732037
221,0.347100297,0.796761991,0.273818738,0.975613685,0.4841307,0.575485082
222,0.257171483,0.342951229,0.842606167,0.812945958,0.15674142,0.482483251
223,0.617842983,0.465631635,0.084744252,0.655115878,0.54101844,0.472870638
224,0.584105306,0.998739349,0.428843015,0.920652922,0.918354051,0.770138928
225,0.749401435,0.252333748,0.139646177,0.043493984,0.914050506,0.41978517
226,0.650786972,0.635506155,0.78314938,0.652712511,0.409657967,0.626362597
227,0.155873886,0.274608109,0.137788798,0.579051213,0.166149392,0.26269428
228,0.448339221,0.092432739,0.564079404,0.330226899,0.443825811,0.375780815
229,0.058155108,0.48433687,0.193255788,0.143130073,0.495334335,0.274842435
230,0.736448259,0.745754672,0.718755347,0.579767234,0.093819263,0.574908955
231,0.530770231,0.984073402,0.585923297,0.277942886,0.857036213,0.647149206
232,0.06149499,0.024851479,0.25321077,0.003940979,0.762750471,0.221249738
233,0.879810265,0.689719005,0.336044065,0.516626891,0.654150401,0.615270125
234,0.796029704,0.69889362,0.676574494,0.385916991,0.250990473,0.561681056
235,0.406013672,0.151199795,0.768155645,0.771390978,0.054374833,0.430226984
236,0.110858859,0.600770344,0.243172607,0.893181724,0.619064861,0.493409679
237,0.772488227,0.310213261,0.543787162,0.210424286,0.896317833,0.546646154
238,0.412273901,0.548340238,0.546936064,0.715350868,0.534917222,0.551563659
239,0.494477484,0.968542453,0.891116038,0.863030594,0.607531904,0.764939695
240,0.732303498,0.197904539,0.303961951,0.812963055,0.097535359,0.42893368
241,0.441769936,0.015836245,0.387948863,0.30877419,0.350003297,0.300866506
242,0.989903656,0.786249215,0.767114334,0.098553391,0.050760106,0.53851614
243,0.009694167,0.160444874,0.409677508,0.031419673,0.783194768,0.278886198
244,0.793159226,0.554357801,0.003899209,0.122029418,0.11504748,0.317698627
245,0.77458534,0.295970196,0.847983252,0.643719334,0.864440112,0.685339647
246,0.518708791,0.433917508,0.87861992,0.998732363,0.629168406,0.691829398
247,0.905430303,0.664095506,0.335513143,0.830635558,0.424750877,0.632085077
248,0.385166082,0.713128567,0.400129367,0.898453878,0.170652799,0.513506139
249,0.939559774,0.439464933,0.404896008,0.15077586,0.259397207,0.438818756
250,0.903379841,0.970022017,0.821569844,0.843786892,0.299154606,0.76758264
251,0.062390202,0.939021402,0.058360245,0.641480801,0.779473736,0.496145277
252,0.670978844,0.019737825,0.544397393,0.998613049,0.639623095,0.574670041
253,0.324207406,0.678997853,0.643350368,0.016250208,0.171952808,0.366951729
254,0.846829358,0.24088719,0.705763536,0.82094737,0.455374952,0.613960481
255,0.866326532,0.055046798,0.201101796,0.925119879,0.823765717,0.574272144
256,0.937746952,0.388260757,0.679740734,0.185631606,0.200063106,0.478288631
257,0.928840241,0.689768264,0.135845209,0.184056341,0.330085983,0.453719208
258,0.396093905,0.200930584,0.265427858,0.893742102,0.164948184,0.384228527
259,0.896783905,0.750816771,0.852317301,0.579671359,0.893599289,0.794637725
260,0.421471907,0.891394524,0.260309332,0.747451205,0.851355518,0.634396497
261,0.267523469,0.631561271,0.287567411,0.246584416,0.098974582,0.30644223
262,0.268891146,0.157642423,0.215097658,0.76410842,0.33271252,0.347690433
263,0.127850302,0.721873842,0.368683994,0.770293932,0.029604763,0.403661366
264,0.393079504,0.468902006,0.520147813,0.165076851,0.308195362,0.371080307
265,0.29226225,0.090366901,0.534652931,0.559886195,0.997072554,0.494848166
266,0.001031472,0.207780595,0.854677645,0.214879501,0.538659998,0.363405842
267,0.39996725,0.510750202,0.59697844,0.128215051,0.372693974,0.401720983
268,0.557884561,0.467069579,0.709455194,0.431929159,0.302036541,0.493675007
269,0.48988822,0.981330141,0.066695634,0.053463927,0.350771643,0.388429913
270,0.966449801,0.201935404,0.493268379,0.137489445,0.503944891,0.460617584
271,0.674353561,0.572336848,0.966510878,0.469116475,0.103939497,0.557251452
272,0.433236412,0.888189302,0.012685734,0.795198088,0.570919228,0.540045753
273,0.122230205,0.73183931,0.524151205,0.100162507,0.059148018,0.307506249
274,0.480822722,0.832858952,0.208215281,0.022902404,0.312272119,0.371414296
275,0.042653521,0.905737039,0.497484865,0.082357992,0.786886679,0.463024019
276,0.39686865,0.701684528,0.466427764,0.929990867,0.954782318,0.689950825
277,0.789219401,0.984588571,0.084774201,0.122214422,0.419594703,0.48007826
278,0.689104095,0.753947795,0.845699919,0.436463204,0.193525102,0.583748023
279,0.907861905,0.075169052,0.097013471,0.406375341,0.057754236,0.308834801
280,0.43774447,0.244025565,0.954598728,0.786592563,0.059845641,0.496561393
281,0.063191185,0.717463499,0.245512879,0.40967293,0.335453838,0.354258866
282,0.895646643,0.777141309,0.482896116,0.37177705,0.947557024,0.695003628
283,0.559834037,0.463474875,0.122383867,0.007804499,0.412256433,0.313150742
284,0.498299846,0.70254324,0.480879184,0.328874165,0.284621861,0.459043659
285,0.215469572,0.662466808,0.396213878,0.558663173,0.515736029,0.469709892
286,0.757200578,0.766975747,0.03589928,0.345579523,0.838591784,0.548849382
287,0.057093777,0.097743939,0.967909906,0.378282382,0.689703494,0.438146699
288,0.008304718,0.577096732,0.616377324,0.127960416,0.830535173,0.432054872
289,0.649326783,0.765875384,0.222902963,0.391667445,0.52085033,0.510124581
290,0.72459211,0.240730433,0.942936259,0.586018564,0.32984875,0.564825223
291,0.745159197,0.019330989,0.262220439,0.307661953,0.510793373,0.36903319
292,0.863861094,0.93745883,0.246397162,0.566748154,0.729695999,0.668832248
293,0.607534666,0.27966006,0.981363782,0.630775718,0.312200228,0.562306891
294,0.76300965,0.467293021,0.622152653,0.764610958,0.119542974,0.547321851
295,0.675636434,0.845144388,0.358290052,0.95316,0.254748532,0.617395881
296,0.067871909,0.854492928,0.221248741,0.248853038,0.772477183,0.43298876
297,0.178962858,0.81968889,0.340639984,0.874895356,0.563831469,0.555603711
298,0.870796227,0.400266312,0.303569717,0.1211012,0.960097556,0.531166203
299,0.326909444,0.478591542,0.648012718,0.427644978,0.667564136,0.509744564
300,0.009068581,0.023897789,0.921676157,0.020973523,0.251836349,0.24549048
